Aria | Composer | Opera | PDF URL
Lo farò, dirò spietato         | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Mezzo/Lo%20faro%20diro%20spietato.pdf
Quanto più fiera tempesta freme | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Mezzo/Quanto%20piu%20fiera%20tempesta%20freme.pdf
Frà tempeste funeste a quest' alma | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Mezzo/Fra%20tempeste%20funeste%20a%20quest%20alma.pdf
Sono i colpi della sorte per un alma | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Mezzo/Sono%20i%20colpi%20della%20sorte%20per%20un%20alma.pdf
Un zeffiro spirò, che serenò quest' alma | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Mezzo/Un%20zeffiro%20spiro%20che%20sereno%20quest%20alma.pdf
Ahi perchè, giusto ciel, tanta pena a questo cor? | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Soprano/Ahi%20perche%20giusto%20ciel%20tanta%20pena%20a%20questo%20cor.pdf
Hò perduto il caro sposo       | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Soprano/Ho%20perduto%20il%20caro%20sposo.pdf
L'empio rigor del fato vile non potrà | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Soprano/L%20empio%20rigor%20del%20fato%20vile%20non%20potra.pdf
Mio caro bene! non ho più affanni e pene | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Soprano/Mio%20caro%20bene%20non%20ho%20piu%20affanni%20e%20pene.pdf
Morrai sì, l'empia tua testa   | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Soprano/Morrai%20si%20l%20empia%20tua%20testa.pdf
Ombre, piante, urne funeste!   | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Soprano/Ombre%20piante%20urne%20funeste.pdf
Ritorna, oh caro e dolce mio tesoro, a dar | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Soprano/Ritorna%20oh%20caro%20e%20dolce%20mio%20tesoro%20a%20dar.pdf
Se'l mio duol non è si forte   | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Soprano/Se%20l%20mio%20duol%20non%20e%20si%20forte.pdf
Spietati, io vi giurai         | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Soprano/Spietati%20io%20vi%20giurai.pdf
Io già t'amai, ritrosa         | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Tenor/Io%20gia%20t%20amai%20ritrosa.pdf
Non pensi quell' altera di vincermi | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Tenor/Non%20pensi%20quell%20altera%20di%20vincermi.pdf
Pastorello d'un povero armento pur dorme contento | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Tenor/Pastorello%20d%20un%20povero%20armento%20pur%20dorme%20contento.pdf
Prigioniera hò l'alma in pena  | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Tenor/Prigioniera%20ho%20l%20alma%20in%20pena.pdf
Se per te giungo a godere      | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Tenor/Se%20per%20te%20giungo%20a%20godere.pdf
Trà sospetti, affetti, e timori | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Tenor/Tra%20sospetti%20affetti%20e%20timori.pdf
Tuo drudo è mio rivale, tu sposo | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Tenor/Tuo%20drudo%20e%20mio%20rivale%20tu%20sposo.pdf
Vi sento, sì, vi sento, rimorsi | Handel, George Frideric                  | Rodelinda, regina de' langobardi | http://theoperadatabase.com/PDFs/Handel/Tenor/Vi%20sento%20si%20vi%20sento%20rimorsi.pdf
Agitata da fiato incostante    | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Agitata%20da%20fiato%20incostante.pdf
Dopo i nembi e le procelle     | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Dopo%20i%20nembi%20e%20le%20procelle.pdf
Egli è tuo! nè mi riserbo      | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Egli%20e%20tuo%20ne%20mi%20riserbo.pdf
Empio fato e fiera sorte       | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Empio%20fato%20e%20fiera%20sorte.pdf
In mano al mio sposo           | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Soprano/In%20mano%20al%20mio%20sposo.pdf
Nasce il sol, e l'aura vola ride | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Nasce%20il%20sol%20e%20l%20aura%20vola%20ride.pdf
Parto, crudel, si parto, per dar | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Parto%20crudel%20si%20parto%20per%20dar.pdf
Per dar pregio all'amor mio    | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Per%20dar%20pregio%20all%20amor%20mio.pdf
Perchè viva il caro sposo      | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Perche%20viva%20il%20caro%20sposo.pdf
Si che lieta godero            | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Si%20che%20lieta%20godero.pdf
Cosi m'alletti, cosi sei cara a me | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Cosi%20m%20alletti%20cosi%20sei%20cara%20a%20me.pdf
Heroica fortezza               | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Heroica%20fortezza.pdf
Il dolce foco mio, ch'accende  | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Il%20dolce%20foco%20mio%20ch%20accende.pdf
Lucide stelle, gemelle d'amor  | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Lucide%20stelle%20gemelle%20d%20amor.pdf
Prestami un solo dardo         | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Prestami%20un%20solo%20dardo.pdf
Sù! all'armi grida Nemesi      | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Su%20all%20armi%20grida%20Nemesi.pdf
Alle glorie, alle palme        | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Alle%20glorie%20alle%20palme.pdf
Begl'occhi del mio ben, dal lucido | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Begl%20occhi%20del%20mio%20ben%20dal%20lucido.pdf
Fredde ceneri d'amor           | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Fredde%20ceneri%20d%20amor.pdf
Oh morte, vendetta             | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Oh%20morte%20vendetta.pdf
Dolce Amor, che mi consola     | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Dolce%20Amor%20che%20mi%20consola.pdf
Pugneran con noi le stelle     | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Pugneran%20con%20noi%20le%20stelle.pdf
Siet'assai superbe, oh stelle  | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Siet%20assai%20superbe%20%20oh%20stelle.pdf
Sommi Dei! se pur v'offesi     | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Sommi%20Dei%20se%20pur%20v%20offesi.pdf
Ti lascio a la pena            | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Ti%20lascio%20a%20la%20pena.pdf
Vanne in campo, e vedrai       | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Soprano/Vanne%20in%20campo%20e%20vedrai.pdf
Allorchè sorge astro lucente   | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Tenor/Allorche%20sorge%20astro%20lucente.pdf
Dell'Iberia al soglio invitto  | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Tenor/Dell%20Iberia%20al%20soglio%20invitto.pdf
Fra le spine offre gl'allori   | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Tenor/Fra%20le%20spine%20offre%20gl%20allori.pdf
Là ti sfido a fiera bataglia   | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Tenor/La%20ti%20sfido%20a%20fiera%20bataglia.pdf
Spirti fieri dell' alme guerrieri | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Tenor/Spirti%20fieri%20dell%20alme%20guerrieri.pdf
Stragi, morti, sangue ed armi  | Handel, George Frideric                  | Rodrigo              | http://theoperadatabase.com/PDFs/Handel/Tenor/Stragi%20morti%20sangue%20ed%20armi%20Rodrigo.pdf
Honor and arms                 | Handel, George Frideric                  | Samson               | http://theoperadatabase.com/PDFs/Handel/Baritone/Honor%20and%20arms.pdf
How willing my paternal love   | Handel, George Frideric                  | Samson               | http://theoperadatabase.com/PDFs/Handel/Baritone/How%20willing%20my%20paternal%20love.pdf
Thy glorious deeds inspired my tongue | Handel, George Frideric                  | Samson               | http://theoperadatabase.com/PDFs/Handel/Baritone/Thy%20glorious%20deeds%20inspired%20my%20tongue.pdf
Thus when the sun              | Handel, George Frideric                  | Samson               | http://theoperadatabase.com/PDFs/Handel/Tenor/Thus%20when%20the%20sun.pdf
Total eclipse!                 | Handel, George Frideric                  | Samson               | http://theoperadatabase.com/PDFs/Handel/Tenor/Total%20eclipse.pdf
O Lord, whose mercies numberless | Handel, George Frideric                  | Saul                 | http://theoperadatabase.com/PDFs/Handel/Contralto/O%20Lord%20whose%20mercies%20numberless.pdf
Fell rage and black despair    | Handel, George Frideric                  | Saul                 | http://theoperadatabase.com/PDFs/Handel/Soprano/Fell%20rage%20and%20black%20despair.pdf
Sin not, O King                | Handel, George Frideric                  | Saul                 | http://theoperadatabase.com/PDFs/Handel/Tenor/Sin%20not%20O%20King.pdf
Braccio si valoroso, core si generoso | Handel, George Frideric                  | Scipione             | http://theoperadatabase.com/PDFs/Handel/Bass/Braccio%20si%20valoroso%20core%20si%20generoso.pdf
T'aspetta fuor dell' onde      | Handel, George Frideric                  | Scipione             | http://theoperadatabase.com/PDFs/Handel/Bass/T%20aspetta%20fuor%20dell%20onde.pdf
Tutta rea la vita umana        | Handel, George Frideric                  | Scipione             | http://theoperadatabase.com/PDFs/Handel/Bass/Tutta%20rea%20la%20vita%20umana.pdf
Cedo a Roma, e cedo a te       | Handel, George Frideric                  | Scipione             | http://theoperadatabase.com/PDFs/Handel/Mezzo/Cedo%20a%20Roma%20e%20cedo%20a%20te.pdf
Come al nazio boschetto augel che vien dal mar | Handel, George Frideric                  | Scipione             | http://theoperadatabase.com/PDFs/Handel/Mezzo/Come%20al%20nazio%20boschetto%20augel%20che%20vien%20dal%20mar.pdf
Dimmi, cara: tu dei morir      | Handel, George Frideric                  | Scipione             | http://theoperadatabase.com/PDFs/Handel/Mezzo/Dimmi%20cara%20tu%20dei%20morir.pdf
Figlia di reo timor, freddo velen | Handel, George Frideric                  | Scipione             | http://theoperadatabase.com/PDFs/Handel/Mezzo/Figlia%20di%20reo%20timor%20freddo%20velen.pdf
Lamentandomi corro a volo      | Handel, George Frideric                  | Scipione             | http://theoperadatabase.com/PDFs/Handel/Mezzo/Lamentandomi%20corro%20a%20volo.pdf
Parto, fuggo; resta, e godi    | Handel, George Frideric                  | Scipione             | http://theoperadatabase.com/PDFs/Handel/Mezzo/Parto%20fuggo%20resta%20e%20godi.pdf
Se mormora rivo o fronda       | Handel, George Frideric                  | Scipione             | http://theoperadatabase.com/PDFs/Handel/Mezzo/Se%20mormora%20rivo%20o%20fronda.pdf
Sì fuggano i tormenti          | Handel, George Frideric                  | Scipione             | http://theoperadatabase.com/PDFs/Handel/Mezzo/Si%20fuggano%20i%20tormenti.pdf
Son pellegrino che d'alto vede il confine | Handel, George Frideric                  | Scipione             | http://theoperadatabase.com/PDFs/Handel/Mezzo/Son%20pellegrino%20che%20d%20alto%20vede%20il%20confine.pdf
Generoso chi sol brama         | Handel, George Frideric                  | Scipione             | http://theoperadatabase.com/PDFs/Handel/Mezzo/Generoso%20chi%20sol%20brama.pdf
Abbiam vinto                   | Handel, George Frideric                  | Scipione             | http://theoperadatabase.com/PDFs/Handel/Mezzo/Abbiam%20vinto.pdf
Dopo il nemico oppresso        | Handel, George Frideric                  | Scipione             | http://theoperadatabase.com/PDFs/Handel/Mezzo/Dopo%20il%20nemico%20oppresso.pdf
Gioja sì speri, sì!            | Handel, George Frideric                  | Scipione             | http://theoperadatabase.com/PDFs/Handel/Mezzo/Gioja%20si%20speri%20si.pdf
Pensa, oh bella, alla mia speme | Handel, George Frideric                  | Scipione             | http://theoperadatabase.com/PDFs/Handel/Mezzo/Pensa%20oh%20bella%20alla%20mia%20speme.pdf
Scaccia, oh bella, dal seno il timore | Handel, George Frideric                  | Scipione             | http://theoperadatabase.com/PDFs/Handel/Mezzo/Scaccia%20oh%20bella%20dal%20seno%20il%20timore.pdf
