Aria | Composer | Opera | PDF URL
La giustizia ha già sull'arco  | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Soprano/La%20giustizia%20ha%20gia%20sull%20arco.pdf
S'armi a miei danni, l'empio   | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Soprano/S%20armi%20a%20miei%20danni,%20l%20empio.pdf
Sperai ne m'ingannai ch'il mio | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Soprano/Sperai%20ne%20m%20ingannai%20ch%20il%20mio.pdf
Svegliatevi nel core, furie d'un alma offesa | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Soprano/Svegliatevi%20nel%20core,%20furie%20d%20un%20alma%20offesa.pdf
Cessa omai di sospirare! non è sempre | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Mezzo/Cessa%20omai%20di%20sospirare%20non%20e%20sempre.pdf
La speranza all' alma mia      | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Mezzo/La%20speranza%20all%20alma%20mia.pdf
Nel tuo seno, amico sasso      | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Mezzo/Nel%20tuo%20seno,%20amico%20sasso.pdf
Non ha più che temere quest' alma | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Mezzo/Non%20ha%20piu%20che%20temere%20quest%20alma.pdf
Priva son d'ogni conforto, e pur speme | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Mezzo/Priva%20son%20d%20ogni%20conforto,%20e%20pur%20speme.pdf
Al lampo dell'armi quest' alma guerriera | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Mezzo/Al%20lampo%20dell%20armi%20quest%20alma%20guerriera.pdf
Aure, deh, per pietà spirate   | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Mezzo/Aure,%20deh,%20per%20pieta%20spirate.pdf
Empio, dirò, tu sei, togliti   | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Mezzo/Empio,%20diro,%20tu%20sei,%20togliti.pdf
Non è si vago e bello il fior nel prato | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Mezzo/Non%20e%20si%20vago%20e%20bello%20il%20fior%20nel%20prato.pdf
Presti omai l'egizia terra     | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Mezzo/Presti%20omai%20l%20egizia%20terra.pdf
Quel torrente, che cade dal monte | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Mezzo/Quel%20torrente,%20che%20cade%20dal%20monte.pdf
Se in fiorito ameno prato      | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Mezzo/Se%20in%20fiorito%20ameno%20prato.pdf
Va tacito e nascosto, quand' avido | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Mezzo/Va%20tacito%20e%20nascosto,%20quand%20avido.pdf
Chi perde un momento           | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Mezzo/Chi%20perde%20un%20momento.pdf
Belle dee di questo core       | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Mezzo/Belle%20dee%20di%20questo%20core.pdf
Dal mio cenno si veda umiliata | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Mezzo/Dal%20mio%20cenno%20si%20veda%20umiliata.pdf
Domerò la tua fierezza ch'il mio trono | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Mezzo/Domero%20la%20tua%20fierezza%20ch%20il%20mio%20trono.pdf
L'empio, sleale, indegno vorria | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Mezzo/L%20empio,%20sleale,%20indegno%20vorria.pdf
Sì spietata, il tuo rigore sveglia | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Mezzo/Si%20spietata,%20il%20tuo%20rigore%20sveglia.pdf
Da tempeste il legno infranto  | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Soprano/Da%20tempeste%20il%20legno%20infranto.pdf
Non disperar; chi sà? se al regno | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Soprano/Non%20disperar%20chi%20sa%20se%20al%20regno.pdf
Piangerò la sorte mia, si crudele | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Soprano/Piangero%20la%20sorte%20mia,%20si%20crudele.pdf
Se pietà di me non senti, giusto ciel | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Soprano/Se%20pieta%20di%20me%20non%20senti,%20giusto%20ciel.pdf
Tu la mia stella sei, amabile speranza | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Soprano/Tu%20la%20mia%20stella%20sei,%20amabile%20speranza.pdf
Tutto può donna vezzosa, s'amorosa | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Soprano/Tutto%20puo%20donna%20vezzosa,%20s%20amorosa.pdf
V'adoro, pupille, saette d'Amore | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Soprano/V%20adoro,%20pupille,%20saette%20d%20Amore.pdf
Venere bella, per un istante, deh | Handel, George Frideric                  | Giulio Cesare in Egitto | http://theoperadatabase.com/PDFs/Handel/Soprano/Venere%20bella,%20per%20un%20istante,%20deh.pdf
Ritrosa bellezza, o poco s'apprezza | Handel, George Frideric                  | Giustino             | http://theoperadatabase.com/PDFs/Handel/Bass/Ritrosa%20bellezza,%20o%20poco%20s%20apprezza.pdf
Dall' occaso in oriente ogni gente | Handel, George Frideric                  | Giustino             | http://theoperadatabase.com/PDFs/Handel/Mezzo/Dall%20occaso%20in%20oriente%20ogni%20gente.pdf
E' virtute in sin la frode per il prode | Handel, George Frideric                  | Giustino             | http://theoperadatabase.com/PDFs/Handel/Mezzo/E%20virtute%20in%20sin%20la%20frode%20per%20il%20prode.pdf
Or che cinto ho il cria d'alloro | Handel, George Frideric                  | Giustino             | http://theoperadatabase.com/PDFs/Handel/Mezzo/Or%20che%20cinto%20ho%20il%20cria%20d%20alloro.pdf
Bel ristoro de' mortali sù quest' occhi | Handel, George Frideric                  | Giustino             | http://theoperadatabase.com/PDFs/Handel/Mezzo/Bel%20ristoro%20de%20mortali%20su%20quest%20occhi.pdf
Può ben nascer tra li boschi nobil alma | Handel, George Frideric                  | Giustino             | http://theoperadatabase.com/PDFs/Handel/Mezzo/Puo%20ben%20nascer%20tra%20li%20boschi%20nobil%20alma.pdf
Se parla nel mio cor intrepido valor | Handel, George Frideric                  | Giustino             | http://theoperadatabase.com/PDFs/Handel/Mezzo/Se%20parla%20nel%20mio%20cor%20intrepido%20valor.pdf
Sollevar il mondo oppresso     | Handel, George Frideric                  | Giustino             | http://theoperadatabase.com/PDFs/Handel/Mezzo/Sollevar%20il%20mondo%20oppresso.pdf
Sull' altar di questo Nume si vedranno | Handel, George Frideric                  | Giustino             | http://theoperadatabase.com/PDFs/Handel/Mezzo/Sull%20altar%20di%20questo%20Nume%20si%20vedranno.pdf
Zeffiretto, che scorre nel prato | Handel, George Frideric                  | Giustino             | http://theoperadatabase.com/PDFs/Handel/Mezzo/Zeffiretto,%20che%20scorre%20nel%20prato.pdf
Allor ch'io forte avrò orno di palme il trono | Handel, George Frideric                  | Giustino             | http://theoperadatabase.com/PDFs/Handel/Mezzo/Allor%20ch%20io%20forte%20avro%20orno%20di%20palme%20il%20trono.pdf
Augelletti garruletti, amoroso il vostro canto | Handel, George Frideric                  | Giustino             | http://theoperadatabase.com/PDFs/Handel/Mezzo/Augelletti%20garruletti,%20amoroso%20il%20vostro%20canto.pdf
Nacque al bosco, nacque al prato | Handel, George Frideric                  | Giustino             | http://theoperadatabase.com/PDFs/Handel/Mezzo/Nacque%20al%20bosco,%20nacque%20al%20prato.pdf
Sventurata navicella teme sempre la procella | Handel, George Frideric                  | Giustino             | http://theoperadatabase.com/PDFs/Handel/Mezzo/Sventurata%20navicella%20teme%20sempre%20la%20procella.pdf
Di Rè sdegnato l'ira tremenda  | Handel, George Frideric                  | Giustino             | http://theoperadatabase.com/PDFs/Handel/Soprano/Di%20Re%20sdegnato%20l%20ira%20tremenda.pdf
Non si vanti un' alma audace   | Handel, George Frideric                  | Giustino             | http://theoperadatabase.com/PDFs/Handel/Soprano/Non%20si%20vanti%20un%20alma%20audace.pdf
O fiero e rio sospetto         | Handel, George Frideric                  | Giustino             | http://theoperadatabase.com/PDFs/Handel/Soprano/O%20fiero%20e%20rio%20sospetto.pdf
Un vostro sguardo, o luci arciere | Handel, George Frideric                  | Giustino             | http://theoperadatabase.com/PDFs/Handel/Soprano/Un%20vostro%20sguardo,%20o%20luci%20arciere.pdf
Verdi lauri, cingetemi il crine | Handel, George Frideric                  | Giustino             | http://theoperadatabase.com/PDFs/Handel/Soprano/Verdi%20lauri,%20cingetemi%20il%20crine.pdf
Da' tuoi begl' occhi impara, labbro vezzoso | Handel, George Frideric                  | Giustino             | http://theoperadatabase.com/PDFs/Handel/Soprano/Da%20tuoi%20begl%20occhi%20impara,%20labbro%20vezzoso.pdf
Il mio cor già più non sà raffrenar | Handel, George Frideric                  | Giustino             | http://theoperadatabase.com/PDFs/Handel/Soprano/Il%20mio%20cor%20gia%20piu%20non%20sa%20raffrenar.pdf
Mio dolce amato sposo, morir saprò contenta | Handel, George Frideric                  | Giustino             | http://theoperadatabase.com/PDFs/Handel/Soprano/Mio%20dolce%20amato%20sposo,%20morir%20sapro%20contenta.pdf
Quel torrente che s'innalza sulla sponda | Handel, George Frideric                  | Giustino             | http://theoperadatabase.com/PDFs/Handel/Soprano/Quel%20torrente%20che%20s%20innalza%20sulla%20sponda.pdf
Ti rendo questo cor, che ti serbò l'amor | Handel, George Frideric                  | Giustino             | http://theoperadatabase.com/PDFs/Handel/Soprano/Ti%20rendo%20questo%20cor,%20che%20ti%20serbo%20l%20amor.pdf
Corri, vola, a tuoi trofei     | Handel, George Frideric                  | Giustino             | http://theoperadatabase.com/PDFs/Handel/Soprano/Corri,%20vola,%20a%20tuoi%20trofei.pdf
All' armi, o guerrieri!        | Handel, George Frideric                  | Giustino             | http://theoperadatabase.com/PDFs/Handel/Tenor/All%20armi,%20o%20guerrieri.pdf
Il piacer della vendetta già mi chiama | Handel, George Frideric                  | Giustino             | http://theoperadatabase.com/PDFs/Handel/Tenor/Il%20piacer%20della%20vendetta%20gia%20mi%20chiama.pdf
Vanne, vanne sì, superba và    | Handel, George Frideric                  | Giustino             | http://theoperadatabase.com/PDFs/Handel/Tenor/Vanne,%20vanne%20si,%20superba%20va.pdf
My father! Ah! methinks I see  | Handel, George Frideric                  | Hercules             | http://theoperadatabase.com/PDFs/Handel/Soprano/Hercules-My%20father!%20Ah!%20Methinks%20I%20See.pdf
Risonar mi sento al core, casta Dea | Handel, George Frideric                  | Il pastor fido       | http://theoperadatabase.com/PDFs/Handel/Bass/Risonar%20mi%20sento%20al%20core,%20casta%20Dea.pdf
Ho un non sò che nel cor, che in vece di dolor | Handel, George Frideric                  | Il pastor fido       | http://theoperadatabase.com/PDFs/Handel/Mezzo/Ho%20un%20non%20so%20che%20nel%20cor,%20che%20in%20vece%20di%20dolor.pdf
Mi lasci, mi fuggi, e m'abbandoni | Handel, George Frideric                  | Il pastor fido       | http://theoperadatabase.com/PDFs/Handel/Mezzo/Mi%20lasci,%20mi%20fuggi,%20e%20m%20abbandoni.pdf
Se in ombre nascosto ritira il suo volto | Handel, George Frideric                  | Il pastor fido       | http://theoperadatabase.com/PDFs/Handel/Mezzo/Se%20in%20ombre%20nascosto%20ritira%20il%20suo%20volto.pdf
Se m'ami, oh caro, se mi sei fido | Handel, George Frideric                  | Il pastor fido       | http://theoperadatabase.com/PDFs/Handel/Mezzo/Se%20m%20ami,%20oh%20caro,%20se%20mi%20sei%20fido.pdf
Casta Dea, a te divoto consacrai questo mio cor | Handel, George Frideric                  | Il pastor fido       | http://theoperadatabase.com/PDFs/Handel/Mezzo/Casta%20Dea,%20a%20te%20divoto%20consacrai%20questo%20mio%20cor.pdf
Non vo' legarmi il cor, Nume bendato | Handel, George Frideric                  | Il pastor fido       | http://theoperadatabase.com/PDFs/Handel/Mezzo/Non%20vo%20legarmi%20il%20cor,%20Nume%20bendato.pdf
Sol nel mezzo risuona del core | Handel, George Frideric                  | Il pastor fido       | http://theoperadatabase.com/PDFs/Handel/Mezzo/Sol%20nel%20mezzo%20risuona%20del%20core.pdf
Tu nel piagarmi il seno        | Handel, George Frideric                  | Il pastor fido       | http://theoperadatabase.com/PDFs/Handel/Mezzo/Tu%20nel%20piagarmi%20il%20seno.pdf
Augelletti, ruscelletti, che cantando | Handel, George Frideric                  | Il pastor fido       | http://theoperadatabase.com/PDFs/Handel/Soprano/Augelletti,%20ruscelletti,%20che%20cantando.pdf
Finte labbra! stelle ingrate! sempre | Handel, George Frideric                  | Il pastor fido       | http://theoperadatabase.com/PDFs/Handel/Soprano/Finte%20labbra%20stelle%20ingrate%20sempre.pdf
Nò! non basta un infedele lo strale | Handel, George Frideric                  | Il pastor fido       | http://theoperadatabase.com/PDFs/Handel/Soprano/No%20non%20basta%20un%20infedele%20lo%20strale.pdf
D'allor trionfante si cinga la fronte | Handel, George Frideric                  | Il pastor fido       | http://theoperadatabase.com/PDFs/Handel/Soprano/D%20allor%20trionfante%20si%20cinga%20la%20fronte.pdf
Di goder il bel ch'adoro si lusinga | Handel, George Frideric                  | Il pastor fido       | http://theoperadatabase.com/PDFs/Handel/Soprano/Di%20goder%20il%20bel%20ch%20adoro%20si%20lusinga.pdf
Lontan del mio tesoro si lusinga | Handel, George Frideric                  | Il pastor fido       | http://theoperadatabase.com/PDFs/Handel/Soprano/Lontan%20del%20mio%20tesoro%20si%20lusinga.pdf
Occhi belli, voi sol siete     | Handel, George Frideric                  | Il pastor fido       | http://theoperadatabase.com/PDFs/Handel/Soprano/Occhi%20belli,%20voi%20sol%20siete.pdf
Ritorna adesso Amor con la speranza in sen | Handel, George Frideric                  | Il pastor fido       | http://theoperadatabase.com/PDFs/Handel/Soprano/Ritorna%20adesso%20Amor%20con%20la%20speranza%20in%20sen.pdf
Secondaste al fine, oh stelle  | Handel, George Frideric                  | Il pastor fido       | http://theoperadatabase.com/PDFs/Handel/Soprano/Secondaste%20al%20fine,%20oh%20stelle.pdf
Allor che sorge astro lucente  | Handel, George Frideric                  | Il pastor fido       | http://theoperadatabase.com/PDFs/Handel/Soprano/Allor%20che%20sorge%20astro%20lucente.pdf
Caro Amor, sol per momenti     | Handel, George Frideric                  | Il pastor fido       | http://theoperadatabase.com/PDFs/Handel/Soprano/Caro%20Amor,%20sol%20per%20momenti.pdf
Fato crudo, Amor severo        | Handel, George Frideric                  | Il pastor fido       | http://theoperadatabase.com/PDFs/Handel/Soprano/Fato%20crudo,%20Amor%20severo.pdf
Nel mio core ritorna il contento | Handel, George Frideric                  | Il pastor fido       | http://theoperadatabase.com/PDFs/Handel/Soprano/Nel%20mio%20core%20ritorna%20il%20contento.pdf
Son come navicella, esposta in mezzo al mar | Handel, George Frideric                  | Il pastor fido       | http://theoperadatabase.com/PDFs/Handel/Soprano/Son%20come%20navicella,%20esposta%20in%20mezzo%20al%20mar.pdf
Su l'arena di barbara scena    | Handel, George Frideric                  | Imeneo               | http://theoperadatabase.com/PDFs/Handel/Bass/Su%20l%20arena%20di%20barbara%20scena.pdf
Chi scherza colle rose un di sì pungerà | Handel, George Frideric                  | Imeneo               | http://theoperadatabase.com/PDFs/Handel/Bass/Chi%20scherza%20colle%20rose%20un%20di%20si%20pungera.pdf
Di cieca notte allor, che l'ombra | Handel, George Frideric                  | Imeneo               | http://theoperadatabase.com/PDFs/Handel/Bass/Di%20cieca%20notte%20allor,%20che%20l%20ombra.pdf
Esser mia dovrà la bella tortorella | Handel, George Frideric                  | Imeneo               | http://theoperadatabase.com/PDFs/Handel/Bass/Esser%20mia%20dovra%20la%20bella%20tortorella.pdf
Se la mia pace a me vuoi togliere | Handel, George Frideric                  | Imeneo               | http://theoperadatabase.com/PDFs/Handel/Bass/Se%20la%20mia%20pace%20a%20me%20vuoi%20togliere.pdf
Sorge nell' alma mia qual và sorgendo in cielo | Handel, George Frideric                  | Imeneo               | http://theoperadatabase.com/PDFs/Handel/Bass/Sorge%20nell%20alma%20mia%20qual%20va%20sorgendo%20in%20cielo.pdf
D'amor nei primi istanti facili son gli amanti | Handel, George Frideric                  | Imeneo               | http://theoperadatabase.com/PDFs/Handel/Mezzo/D%20amor%20nei%20primi%20istanti%20facili%20son%20gli%20amanti.pdf
Di cieca notte allor, che l'ombra | Handel, George Frideric                  | Imeneo               | http://theoperadatabase.com/PDFs/Handel/Mezzo/Di%20cieca%20notte%20allor,%20che%20l%20ombra.pdf
E' si vaga del tuo bene, che al suo mal non penserà | Handel, George Frideric                  | Imeneo               | http://theoperadatabase.com/PDFs/Handel/Mezzo/E%20si%20vaga%20del%20tuo%20bene,%20che%20al%20suo%20mal%20non%20pensera.pdf
La mia bella perduta Rosmene   | Handel, George Frideric                  | Imeneo               | http://theoperadatabase.com/PDFs/Handel/Mezzo/La%20mia%20bella%20perduta%20Rosmene.pdf
Mi chiederesti meno, se mi chiedessi il core | Handel, George Frideric                  | Imeneo               | http://theoperadatabase.com/PDFs/Handel/Mezzo/Mi%20chiederesti%20meno,%20se%20mi%20chiedessi%20il%20core.pdf
Pieno il core di timore palpitar io sento | Handel, George Frideric                  | Imeneo               | http://theoperadatabase.com/PDFs/Handel/Mezzo/Pieno%20il%20core%20di%20timore%20palpitar%20io%20sento.pdf
Se la mia pace a me vuoi togliere | Handel, George Frideric                  | Imeneo               | http://theoperadatabase.com/PDFs/Handel/Mezzo/Se%20la%20mia%20pace%20a%20me%20vuoi%20togliere.pdf
Se potessero i sospir' miei    | Handel, George Frideric                  | Imeneo               | http://theoperadatabase.com/PDFs/Handel/Mezzo/Se%20potessero%20i%20sospir%20miei.pdf
Sorge nell' alma mia qual và sorgendo in cielo | Handel, George Frideric                  | Imeneo               | http://theoperadatabase.com/PDFs/Handel/Mezzo/Sorge%20nell%20alma%20mia%20qual%20va%20sorgendo%20in%20cielo.pdf
Un guardo solo, pupille amate, conforto al duolo | Handel, George Frideric                  | Imeneo               | http://theoperadatabase.com/PDFs/Handel/Mezzo/Un%20guardo%20solo,%20pupille%20amate,%20conforto%20al%20duolo.pdf
E' si vaga del tuo bene, che al suo mal non penserà | Handel, George Frideric                  | Imeneo               | http://theoperadatabase.com/PDFs/Handel/Soprano/E%20si%20vaga%20del%20tuo%20bene,%20che%20al%20suo%20mal%20non%20pensera.pdf
Se ricordar ten vuoi, già che di lei non puoi | Handel, George Frideric                  | Imeneo               | http://theoperadatabase.com/PDFs/Handel/Soprano/Se%20ricordar%20ten%20vuoi,%20gia%20che%20di%20lei%20non%20puoi.pdf
V'è un infelice, che per te more | Handel, George Frideric                  | Imeneo               | http://theoperadatabase.com/PDFs/Handel/Soprano/V%20e%20un%20infelice,%20che%20per%20te%20more.pdf
Al voler di tua fortuna già Rosmene acconsenti | Handel, George Frideric                  | Imeneo               | http://theoperadatabase.com/PDFs/Handel/Soprano/Al%20voler%20di%20tua%20fortuna%20gia%20Rosmene%20acconsenti.pdf
Deh! m'ajutate, oh Dei!        | Handel, George Frideric                  | Imeneo               | http://theoperadatabase.com/PDFs/Handel/Soprano/Deh%20m%20ajutate,%20oh%20Dei.pdf
In mezzo a voi dui qui lascio il mio core | Handel, George Frideric                  | Imeneo               | http://theoperadatabase.com/PDFs/Handel/Soprano/In%20mezzo%20a%20voi%20dui%20qui%20lascio%20il%20mio%20core.pdf
Ingrata mai non fui, non ho di sasso il cor | Handel, George Frideric                  | Imeneo               | http://theoperadatabase.com/PDFs/Handel/Soprano/Ingrata%20mai%20non%20fui,%20non%20ho%20di%20sasso%20il%20cor.pdf
Io son quella navicella, che veniva a questa sponda | Handel, George Frideric                  | Imeneo               | http://theoperadatabase.com/PDFs/Handel/Soprano/Io%20son%20quella%20navicella,%20che%20veniva%20a%20questa%20sponda.pdf
Semplicetta, la saetta non intendi ancor d'amore | Handel, George Frideric                  | Imeneo               | http://theoperadatabase.com/PDFs/Handel/Soprano/Semplicetta,%20la%20saetta%20non%20intendi%20ancor%20d%20amore.pdf
Thou shalt bring them in       | Handel, George Frideric                  | Israel in Egypt      | http://theoperadatabase.com/PDFs/Handel/Contralto/Thou%20shalt%20bring%20them%20in.pdf
Bringe sie hinein              | Handel, George Frideric                  | Israel in Egypt      | http://theoperadatabase.com/PDFs/Handel/Mezzo/Bringesiehinein.pdf
Du liess't wehn                | Handel, George Frideric                  | Israel in Egypt      | No PDF link found
Farewell, ye limpid springs and floods | Handel, George Frideric                  | Jephtha              | http://theoperadatabase.com/PDFs/Handel/Soprano/Farewell%20ye%20limpid%20springs%20and%20floods.pdf
Waft her, angels               | Handel, George Frideric                  | Jephtha              | http://theoperadatabase.com/PDFs/Handel/Tenor/Waft%20her%20angels.pdf
See, the raging flames arise   | Handel, George Frideric                  | Joshua               | http://theoperadatabase.com/PDFs/Handel/Baritone/See%20the%20raging%20flames%20arise.pdf
Shall I in Mamre's fertile plain | Handel, George Frideric                  | Joshua               | http://theoperadatabase.com/PDFs/Handel/Baritone/Shall%20I%20in%20Mamre%20s%20fertile%20plain.pdf
Heroes, when with glory burning | Handel, George Frideric                  | Joshua               | http://theoperadatabase.com/PDFs/Handel/Contralto/Heroes%20when%20with%20glory%20burning.pdf
Oh, had I Jubal's lyre         | Handel, George Frideric                  | Joshua               | http://theoperadatabase.com/PDFs/Handel/Soprano/Oh%20had%20I%20Jubals%20lyre.pdf
Arm, arm, ye brave!            | Handel, George Frideric                  | Judas Maccabeus      | http://theoperadatabase.com/PDFs/Handel/Baritone/Arm%20arm%20ye%20brave.pdf
Father of Heaven               | Handel, George Frideric                  | Judas Maccabeus      | http://theoperadatabase.com/PDFs/Handel/Contralto/Father%20of%20Heaven.pdf
From mighty kings              | Handel, George Frideric                  | Judas Maccabeus      | http://theoperadatabase.com/PDFs/Handel/Soprano/From%20mighty%20kings.pdf
Sound an alarm!                | Handel, George Frideric                  | Judas Maccabeus      | http://theoperadatabase.com/PDFs/Handel/Tenor/Sound%20an%20alarm.pdf
Hide me from day's garish eye  | Handel, George Frideric                  | L'Allegro, il Penseroso ed il Moderato | http://theoperadatabase.com/PDFs/Handel/Soprano/Hide%20me%20from%20days%20garish%20eye.pdf
Let me wander, not unseen      | Handel, George Frideric                  | L'Allegro, il Penseroso ed il Moderato | http://theoperadatabase.com/PDFs/Handel/Soprano/Let%20me%20wander%20not%20unseen.pdf
Oft on a plat of rising ground | Handel, George Frideric                  | L'Allegro, il Penseroso ed il Moderato | http://theoperadatabase.com/PDFs/Handel/Soprano/Oft%20on%20a%20plat%20of%20rising%20ground.pdf
Alza al Ciel pianta orgogliosa | Handel, George Frideric                  | Lotario              | http://theoperadatabase.com/PDFs/Handel/Bass/Alza%20al%20Ciel%20pianta%20orgogliosa.pdf
Non t'inganni la speranza      | Handel, George Frideric                  | Lotario              | http://theoperadatabase.com/PDFs/Handel/Bass/Non%20t%20inganni%20la%20speranza.pdf
Se il mar promette calma       | Handel, George Frideric                  | Lotario              | http://theoperadatabase.com/PDFs/Handel/Bass/Se%20il%20mar%20promette%20calma.pdf
Bella, non mi negar, ch'io sol ti | Handel, George Frideric                  | Lotario              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Bella,%20non%20mi%20negar,%20ch%20io%20sol%20ti.pdf
Per salvarti, idolo mio, so ben io | Handel, George Frideric                  | Lotario              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Per%20salvarti,%20idolo%20mio,%20so%20ben%20io.pdf
S'è delitto trar da' lacci un innocente | Handel, George Frideric                  | Lotario              | http://theoperadatabase.com/PDFs/Handel/Mezzo/S%20e%20delitto%20trar%20da%20lacci%20un%20innocente.pdf
Già mi sembra al carro avvinto | Handel, George Frideric                  | Lotario              | http://theoperadatabase.com/PDFs/Handel/Mezzo/HandelLotarioGiamisembra.pdf
Non disperi peregrino, se nel dubbio | Handel, George Frideric                  | Lotario              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Non%20disperi%20peregrino,%20se%20nel%20dubbio.pdf
Quanto più forte è il valor    | Handel, George Frideric                  | Lotario              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Quanto%20piu%20forte%20e%20il%20valor.pdf
Rammentati, cor mio, ciò che prometti | Handel, George Frideric                  | Lotario              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Rammentati,%20cor%20mio,%20cio%20che%20prometti.pdf
Tiranna, mà bella, m'uccide e m'alletta | Handel, George Frideric                  | Lotario              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Tiranna,%20ma%20bella,%20m%20uccide%20e%20m%20alletta.pdf
Vedrò più liete e belle, oh vago | Handel, George Frideric                  | Lotario              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Vedro%20piu%20liete%20e%20belle,%20oh%20vago.pdf
Arma lo sguardo d'un dolce dardo | Handel, George Frideric                  | Lotario              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Arma%20lo%20sguardo%20d%20un%20dolce%20dardo.pdf
Impara, codardo, ch'un anima forte | Handel, George Frideric                  | Lotario              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Impara,%20codardo,%20ch%20un%20anima%20forte.pdf
Orgogliosetto và l'augelletto  | Handel, George Frideric                  | Lotario              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Orgogliosetto%20va%20l%20augelletto.pdf
Quel superbo già si crede      | Handel, George Frideric                  | Lotario              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Quel%20superbo%20gia%20si%20crede.pdf
Vanne a colei che adori        | Handel, George Frideric                  | Lotario              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Vanne%20a%20colei%20che%20adori.pdf
D'una torbida sorgente nasce il rio | Handel, George Frideric                  | Lotario              | http://theoperadatabase.com/PDFs/Handel/Soprano/D%20una%20torbida%20sorgente%20nasce%20il%20rio.pdf
Menti eterne, che reggete de' mortali | Handel, George Frideric                  | Lotario              | http://theoperadatabase.com/PDFs/Handel/Soprano/Menti%20eterne,%20che%20reggete%20de%20mortali.pdf
Non sempre invendicata io resterò cosi | Handel, George Frideric                  | Lotario              | http://theoperadatabase.com/PDFs/Handel/Soprano/Non%20sempre%20invendicata%20io%20restero%20cosi.pdf
Quel cor, che mi donasti       | Handel, George Frideric                  | Lotario              | http://theoperadatabase.com/PDFs/Handel/Soprano/Quel%20cor,%20che%20mi%20donasti.pdf
Scherza in mar la navicella    | Handel, George Frideric                  | Lotario              | http://theoperadatabase.com/PDFs/Handel/Soprano/Scherza%20in%20mar%20la%20navicella.pdf
D'instabile fortuna non sempre | Handel, George Frideric                  | Lotario              | http://theoperadatabase.com/PDFs/Handel/Tenor/D%20instabile%20fortuna%20non%20sempre.pdf
